ident,latitude_deg,longitude_deg,term
FACC,-24.7405,31.518,
FALD,-24.7478,31.4743,
YWAB,-24.75,117.367,
FYMH,-24.7719,16.9794,
FARO,-24.7778,27.7523,
FAPO,-24.7851,30.7919,
FAUS,-24.7854,31.3549,
FYSL,-24.8033,15.8911,
FADB,-24.8072,26.8297,
SSQT,-24.8077,-49.9597,
YGLE,-24.8083,139.6,
YMNK,-24.8167,140.533,
FAMD,-24.8169,31.5441,
YJDA,-24.838,143.062,
YTMB,-24.8389,146.2934,
SASA,-24.856,-65.4862,
FYGC,-24.8564,18.8178,
YDVR,-24.8595,129.1222,
SDBV,-24.869,-47.7625,
YCAR,-24.8801,113.6708,
YMUA,-24.8817,151.9144,
YMTO,-24.8923,151.1018,
FQXA,-24.8954,33.7499,
YBUD,-24.905,152.3226,
FAWA,-24.91,28.3,
SILQ,-24.9291,-53.496,
YLNR,-24.9313,116.9669,
FASE,-24.9474,31.4488,
YORC,-24.9594,153.315,
FASZ,-24.9609,31.5887,
YTDR,-24.9868,150.0931,
FAMI,-24.9891,29.2831,
YING,-24.997,148.3333,
SBCA,-25.0003,-53.5012,
YWNS,-25.0309,143.6751,
ANZ,-25.0325,132.2748,
FMSD,-25.0381,46.9561,
YGLS,-25.0437,128.296,
SN7Q,-25.0486,-53.5633,
FBKY,-25.05,25.3167,
YLSS,-25.05,146.267,
YETT,-25.0503,152.2211,
YGSC,-25.0546,115.2026,
YIDR,-25.0633,133.733,
YMIL,-25.0833,118.333,
YLDO,-25.1,116.9,
YMCE,-25.1,117.583,
YMYI,-25.1018,119.7628,
FALL,-25.1033,30.4142,
SA01,-25.105,-66.1572,
YCDV,-25.1083,146.833,
YTOK,-25.1167,147.167,
FYWD,-25.1169,16.0006,
YIMA,-25.131,132.5657,
YTHR,-25.1383,119.1051,
YIMP,-25.1538,133.5797,
YMBZ,-25.1698,132.6431,
SSZN,-25.1826,-50.9234,
SBPG,-25.1845,-50.1438,
YAYE,-25.1859,130.977,
FAGL,-25.1869,29.4033,
YGWD,-25.188,142.6888,
YABB,-25.1943,147.1428,
FBLO,-25.1981,25.7139,
YERL,-25.2061,133.2542,
YACI,-25.2109,148.6684,
YHSB,-25.2167,134.267,
SGAS,-25.2402,-57.5192,
YPAC,-25.2411,152.5428,
YMOO,-25.25,140.983,
YCDS,-25.2531,152.3354,
FQBI,-25.266,33.2386,
YDGT,-25.2675,116.2214,
YDRC,-25.269,115.8674,
YGLY,-25.2833,122.05,
YWAX,-25.2976,127.5564,
SATC,-25.3036,-57.7344,
FAWV,-25.3197,30.9708,
YHBA,-25.3201,152.8807,
YTNS,-25.3215,146.0688,
SIO4,-25.3314,-51.9781,
YFOR,-25.3333,118.367,
YPLU,-25.3333,119.425,
FAPN,-25.3338,27.1734,
YCSP,-25.3339,131.7593,
YHSL,-25.35,118.617,
YODL,-25.35,142.633,
WAN,-25.3563,141.9254,
YMNY,-25.3583,141.433,
FADU,-25.3628,30.1878,
SSAF,-25.3697,-54.4705,
YBGT,-25.37,143.773,
FAKN,-25.3832,31.1056,
YOAD,-25.3833,135.417,
SBGU,-25.3883,-51.5235,
SNUA,-25.3921,-54.4098,
SSMY,-25.3989,-54.2347,
SJOY,-25.4007,-49.8003,
SBBI,-25.4051,-49.232,
SJQE,-25.4077,-49.0505,
YADO,-25.4078,135.2908,
SGIB,-25.4078,-54.6195,
YWDH,-25.4106,142.6684,
SSCF,-25.4264,-49.5242,
FBGH,-25.4329,25.4092,
SINZ,-25.4385,-50.5279,
FAKP,-25.4403,31.93,
YBYW,-25.45,145.583,
SISY,-25.451,-49.1422,
SGES,-25.4572,-54.8395,
YYRW,-25.4583,117.975,
SD7C,-25.4596,-50.0344,
SSFE,-25.4607,-54.5985,
FAMN,-25.4736,31.5659,
SSUL,-25.4769,-49.1542,
FAFW,-25.4772,28.29,
SWIT,-25.4849,-54.4414,
FANS,-25.5,30.9138,
YERA,-25.5,117.167,
YMYB,-25.5135,152.7136,
SSTH,-25.5202,-49.6825,
YBIN,-25.5213,152.0463,
SBCT,-25.5285,-49.1758,
YAQA,-25.5289,152.57,
FABS,-25.5323,27.7759,
YBYA,-25.5333,118.733,
YLLD,-25.5333,145.767,
SIJR,-25.539,-49.6024,
SSPG,-25.5401,-48.5312,
SSTY,-25.5568,-53.1665,
YLLC,-25.5579,134.0711,
YDGU,-25.5584,119.2875,
YERO,-25.5603,116.6602,
SCTT,-25.5643,-70.3759,
SNNM,-25.5685,-51.4951,
FAHK,-25.5872,28.1158,
YCUD,-25.59,141.508,
YMDA,-25.5917,151.317,
SBFI,-25.5942,-54.4894,
YFNE,-25.5947,134.583,
FAZR,-25.599,26.0423,
YTII,-25.6,143.917,
Z23Z,-25.602,-57.1521,
YPLL,-25.6113,118.6967,
YGAY,-25.6159,151.6206,
YERH,-25.6176,121.5784,
FARG,-25.6443,27.2711,
FYKE,-25.6511,19.8781,
FAWB,-25.6539,28.2242,
FABH,-25.6587,30.0416,
YSGW,-25.6746,142.0892,
SJ4S,-25.6781,-52.2589,
YNCS,-25.6799,134.8386,
YNRN,-25.6813,150.8589,
FAMB,-25.6848,29.4402,
YDRI,-25.685,140.228,
YBEO,-25.6948,140.7383,
FAMS,-25.7045,26.909,
FABR,-25.7171,30.975,
SARI,-25.7373,-54.4734,
YUMB,-25.7467,133.702,
YAUA,-25.755,146.587,
SACQ,-25.7836,-62.8288,
SIOE,-25.7936,-53.0359,
YCGI,-25.7975,122.9422,
FDNG,-25.7981,31.4125,
FAMM,-25.7984,25.548,
SSRE,-25.8012,-53.5127,
YTAM,-25.8017,149.9,
FASK,-25.8097,28.1646,
FASW,-25.8156,25.8864,
FAMK,-25.8167,25.6167,
FAML,-25.8167,25.7167,
YRSB,-25.8257,139.6275,
FAWK,-25.83,28.2225,
FAWI,-25.8323,29.192,
FAQF,-25.8477,23.5373,
YTNB,-25.8478,141.928,
YJAM,-25.85,127.683,
YWEC,-25.85,145.1,
YINJ,-25.851,148.5497,
YRBB,-25.8521,153.0692,
FAKT,-25.86,28.45,
YMUP,-25.86,131.65,
FYHH,-25.8636,16.8164,
SDA9,-25.8739,-49.1753,
SSGB,-25.8816,-48.6118,
YADA,-25.8949,144.5698,
YSHK,-25.8973,113.5758,
YBDV,-25.8975,139.348,
FQMA,-25.9208,32.5726,
FALA,-25.9385,27.9261,
FASU,-25.9569,29.2117,
FABA,-25.9763,28.389,
YCXA,-25.9773,153.0038,
FAHE,-25.9778,29.6189,
FANL,-25.9785,28.9844,
SSFA,-25.9815,-51.6407,
FDTS,-25.9833,31.2,
FAGC,-25.9863,28.1401,
YBSR,-25.9867,128.288,
FQIA,-25.9971,32.9294,
YTJI,-26.0062,125.4625,
FDMH,-26.0242,31.81,
FBTS,-26.0345,22.4013,
SWWE,-26.0362,-49.5003,
FAOI,-26.0394,27.5956,
FAMZ,-26.05,31.017,
YWMO,-26.0531,127.6908,
SA02,-26.0561,-65.9369,
SSFB,-26.0594,-53.0638,
YMTX,-26.0617,135.247,
YWNL,-26.0667,128.95,
FACL,-26.0781,30.0925,
FAKR,-26.0808,27.7259,
FARA,-26.0846,28.3904,
YTHY,-26.093,143.4514,
FAKG,-26.0933,29.4556,
YAMT,-26.0974,131.2027,
YANJ,-26.1,130.4,
FDTM,-26.1064,31.9195,
YWGW,-26.1185,121.9597,
YPDI,-26.1222,139.4035,
YWBR,-26.1255,126.5832,
SSTB,-26.1358,-50.3109,
FAOR,-26.1392,28.246,
FADE,-26.1417,28.6917,
YRAM,-26.15,143.017,
YUSL,-26.1579,113.3948,
YMDV,-26.1667,129.133,
SGCZ,-26.169,-56.3605,
FALI,-26.1757,26.1846,
YNYP,-26.188,130.1923,
FDSM,-26.2,31.9333,
SARF,-26.2127,-58.2281,
YTYN,-26.2167,133.917,
SBPO,-26.2172,-52.6945,
SSSS,-26.2199,-48.5674,
SBJV,-26.2245,-48.7974,
YLRG,-26.2314,121.5585,
SSUV,-26.2332,-51.0668,
FABB,-26.2386,28.3018,
FAGM,-26.2425,28.1512,
FASI,-26.2494,28.3983,
FAKL,-26.2511,29.1947,
YERN,-26.2633,132.182,
SDA6,-26.2675,-51.0281,
YKNM,-26.2746,117.789,
YWND,-26.2774,151.8617,
SATI,-26.2815,-53.6726,
YGYM,-26.2901,152.703,
SCFX,-26.2939,-80.0962,
SA10,-26.2959,-59.5353,
YBOD,-26.3,143.383,
FAVE,-26.3009,26.8142,
SCES,-26.3111,-69.7652,
SA41,-26.3167,-59.3398,
SSRN,-26.3214,-49.5214,
YABP,-26.3253,148.9298,
SCRA,-26.3325,-70.6073,
YKEN,-26.3333,132.467,
FATA,-26.352,27.9682,
FDSK,-26.3586,31.7169,
FADV,-26.359,28.7897,
FACR,-26.3667,27.3467,
YMUX,-26.3667,117.333,
YELE,-26.3674,118.0392,
SCEI,-26.3801,-69.4755,
SATD,-26.3975,-54.5747,
YMVN,-26.3988,147.125,
YMIS,-26.4,120.95,
YBCV,-26.4133,146.262,
YJUN,-26.4217,120.577,
DALH,-26.423,135.5093,
YDLH,-26.423,135.5093,
YNSH,-26.4232,153.0649,
YDRL,-26.4358,133.26,
YMNF,-26.45,116.55,
YCWN,-26.4667,143.35,
FDST,-26.472,31.9426,
SSPS,-26.472,-51.9759,
YMIT,-26.4833,147.937,
YUMU,-26.4867,132.04,
YADS,-26.489,139.2599,
FAEO,-26.4956,29.9798,
FAHG,-26.51,28.39,
YMHW,-26.5117,142.283,
YPNI,-26.5239,122.8114,
FASC,-26.5241,29.1701,
FDMS,-26.529,31.3075,
FYKT,-26.5398,18.1114,
FYBC,-26.5448,17.1816,
YROM,-26.545,148.775,
SWON,-26.5615,-48.696,
FAVV,-26.5664,27.9608,
YKRY,-26.5811,151.8399,
YBSU,-26.5933,153.0832,
FAPW,-26.6061,29.3292,
YMEK,-26.6117,118.548,
YQLP,-26.6122,144.253,
YWLU,-26.6292,120.221,
FAAM,-26.6338,30.6056,
YDLC,-26.6421,149.73,
YTML,-26.6452,113.7421,
YADR,-26.6632,150.1944,
YPVD,-26.6667,142.583,
FYAS,-26.6681,16.2931,
FAPS,-26.671,27.0819,
SA42,-26.6734,-66.024,
FADL,-26.6792,25.4747,
FYLZ,-26.6874,15.2429,
YNAN,-26.6892,151.9884,
FAVP,-26.6903,27.7771,
YARY,-26.6964,141.0487,
YEMG,-26.7,143.267,
YHMT,-26.72,135.073,
FDBT,-26.7352,31.7759,
YCOD,-26.7453,140.638,
SARS,-26.7536,-60.4922,
YTCY,-26.7571,133.3586,
FASJ,-26.76,27.76,
FDUB,-26.7708,31.9364,
YCCA,-26.7719,150.6176,
YFRG,-26.775,132.017,
FATT,-26.7751,29.3375,
FYAB,-26.7761,19.6331,
SN2V,-26.7791,-49.4179,
SSOE,-26.7816,-53.5035,
SBCD,-26.7874,-50.9399,
FAOT,-26.7983,26.0003,
YCDR,-26.8034,153.105,
YMLS,-26.8064,150.169,
YBLB,-26.8214,114.6112,
FQPO,-26.8269,32.8384,
YLYD,-26.8273,151.2301,
SSBL,-26.8317,-49.0936,
FDBS,-26.8361,31.92,
SGMZ,-26.8398,-55.3289,
SANT,-26.8409,-65.1049,
FDBM,-26.867,31.933,
FAKD,-26.8711,26.718,
SSXX,-26.8751,-52.3729,
SBNF,-26.8794,-48.651,
FDKB,-26.8815,31.4889,
SGPI,-26.882,-58.3191,
FBBS,-26.8881,20.6921,
FAPY,-26.8893,27.5034,
YMSS,-26.8902,115.9608,
FAZQ,-26.8931,27.69,
YLAM,-26.9133,134.058,
FASR,-26.927,29.21,
YMMT,-26.9333,143.317,
YLWY,-26.945,120.47,
YGDW,-26.9483,133.607,
YIDK,-26.9654,133.322,
FAVB,-26.9824,24.7288,
SIJY,-26.9831,-48.8164,
FAOY,-26.9839,26.6514,
FDNS,-26.9872,31.9372,
FAPF,-26.9969,30.8408,
SSVI,-26.9997,-51.1419,
SGLZ,-27.0038,-55.8871,
YBLH,-27.0113,142.9582,
YEVP,-27.0167,132.717,
SWJA,-27.0173,-48.8539,
FAKB,-27.0183,32.7504,
YCFH,-27.0183,138.892,
YLSY,-27.0183,129.885,
YSAR,-27.0431,135.242,
SGBA,-27.0524,-55.578,
SA11,-27.0723,-66.5861,
YDRH,-27.075,141.9,
YCAB,-27.076,152.9874,
SCCL,-27.0781,-70.7953,
FAMJ,-27.0793,29.7785,
YWEE,-27.0817,116.15,
YWSG,-27.0983,152.46,
SD2G,-27.1094,-53.7776,
FAIV,-27.1171,32.0087,
FDNH,-27.1195,31.2121,
YTDM,-27.1242,134.77,
YRDY,-27.1244,118.2794,
YWNO,-27.125,121.333,
FABP,-27.1297,22.8463,
YRSV,-27.1333,145.9,
SBCH,-27.1342,-52.6566,
YTGA,-27.1377,153.3641,
SSYT,-27.1425,-53.6858,
YDAY,-27.1585,151.2634,
YSRT,-27.1595,149.0769,
SSLN,-27.16,-49.5425,
YTAA,-27.1631,150.4764,
FASG,-27.1631,25.2861,
SCIP,-27.1648,-109.422,
SDEN,-27.1665,-48.6218,
FAWD,-27.17,25.98,
SSJA,-27.1715,-51.5533,
SDYS,-27.1736,-48.6311,
SSCK,-27.1805,-52.0518,
YPIX,-27.1889,116.2824,
SSRS,-27.1923,-49.832,
FATW,-27.205,22.4819,
YRED,-27.2056,153.0687,
SIWE,-27.2127,-50.9565,
SGEN,-27.2275,-55.8376,
YABG,-27.2484,147.578,
SCAT,-27.2612,-70.7792,
YMAC,-27.2617,135.638,
YWYA,-27.2667,145.99,
YBOT,-27.2693,146.9018,
YGID,-27.27,119.405,
YYLR,-27.2771,120.0957,
FAHO,-27.2786,27.9956,
YABS,-27.2833,120.383,
FAFF,-27.2868,28.5146,
SSKU,-27.2868,-50.6048,
YMNE,-27.2873,120.5549,
SCHA,-27.2969,-70.4131,
FAFU,-27.317,27.25,
FDGL,-27.3201,31.8898,
SS2D,-27.3277,-51.239,
YBBE,-27.3284,117.6718,
YMIB,-27.3297,133.3028,
YALA,-27.3343,133.6277,
YWLB,-27.3422,134.0866,
SSTJ,-27.3492,-49.8186,
YMCF,-27.3502,151.5158,
SCPS,-27.3517,-70.5894,
FAPL,-27.3622,31.6067,
YBWG,-27.3656,121.036,
YMGO,-27.3667,116.417,
FABO,-27.3668,26.6292,
SJSH,-27.3721,-48.6145,
FAVU,-27.3769,29.86,
SGAY,-27.3784,-56.8568,
YBBN,-27.3842,153.117,
SARP,-27.3858,-55.9707,
YBCM,-27.3907,152.4665,
YLLE,-27.4056,141.8095,
YBOK,-27.4093,151.7367,
YBBL,-27.4177,115.8344,
YYLG,-27.4263,115.518,
YZCE,-27.4299,152.3785,
FAVD,-27.4403,29.1531,
SARC,-27.4455,-58.7619,
SARE,-27.45,-59.0561,
YCUE,-27.4508,117.9175,
FAKU,-27.4567,23.4114,
YMCU,-27.47,120.917,
SANH,-27.4737,-64.9055,
YTUC,-27.475,118.125,
YAGL,-27.4814,151.796,
FAMX,-27.4814,32.5939,
FAIA,-27.4867,31.1711,
SANR,-27.4966,-64.936,
SATO,-27.5182,-55.1242,
YDUN,-27.519,153.4276,
YTWB,-27.5434,151.9191,
FARI,-27.5472,24.1725,
YNAP,-27.5492,141.1584,
YBWW,-27.5583,151.7933,
YOOD,-27.5625,135.4429,
YBAF,-27.5724,153.0042,
YMLX,-27.5833,121.783,
YGAS,-27.5895,152.257,
SARV,-27.5915,-60.6864,
FAVI,-27.6106,26.6835,
SSKT,-27.6117,-48.6728,
YBLU,-27.6123,120.5944,
FYHS,-27.6244,17.6933,
FAMU,-27.6261,32.0443,
SA35,-27.6317,-66.3508,
SNCP,-27.6341,-50.3583,
YJAK,-27.6383,142.408,
SSHZ,-27.6383,-54.3391,
YAMB,-27.641,152.7137,
SA46,-27.6422,-67.6247,
FASS,-27.6486,22.9993,
YBHN,-27.6537,152.3077,
FYXX,-27.6597,17.8378,
FAKS,-27.6606,27.3158,
SSER,-27.6636,-52.2715,
YBJW,-27.6667,121.6,
SBFL,-27.6703,-48.5525,
FAUR,-27.6805,30.3168,
YKBR,-27.6928,114.2592,
YINN,-27.6976,140.7395,
LGRS,-27.706,153.11,
SA44,-27.7079,-67.0951,
YCWI,-27.7117,138.328,
YKLR,-27.7167,138.262,
YNOC,-27.7193,142.7078,
YCMB,-27.72,151.8732,
YPWH,-27.7337,151.6324,
YIMT,-27.7417,140.745,
YBOY,-27.75,119.9,
SARG,-27.7553,-57.633,
YGMT,-27.7636,151.9255,
SANE,-27.7656,-64.31,
YHEC,-27.7675,153.3394,
FANC,-27.7706,29.9769,
SBLJ,-27.7821,-50.2815,
FAVY,-27.7869,30.7964,
YDGR,-27.7914,116.9933,
YNCD,-27.8099,142.5936,
FAHP,-27.8217,25.9169,
YDGA,-27.8303,117.3164,
FAVS,-27.8346,21.6304,
YLST,-27.8433,120.703,
FAWS,-27.8467,26.3506,
FADQ,-27.8494,32.3097,
YMMN,-27.8601,151.272,
SIJN,-27.8633,-49.5783,
FAOD,-27.871,26.6934,
YDLO,-27.8736,121.2717,
FYSA,-27.8764,16.6478,
FACK,-27.8772,25.2044,
YDPS,-27.8833,120.083,
SSPL,-27.9018,-53.3297,
SA23,-27.9032,-55.7655,
SSZR,-27.9066,-54.5206,
YCDH,-27.9073,134.0564,
FANA,-27.914,31.6562,
YSPT,-27.9218,153.3715,
YCFN,-27.9275,151.8482,
YMRS,-27.9333,121.3,
YAKG,-27.9467,134.745,
YYWA,-27.9529,144.6277,
YWIB,-27.9582,134.1495,
FAOF,-27.9617,22.7166,
YAUL,-27.9778,152.5638,
YDUK,-27.978,122.2955,
YCPH,-27.9783,134.317,
YSAN,-27.98,119.297,
SSXD,-27.9811,-52.8636,
YCOS,-27.986,122.9049,
YTGM,-27.9864,143.8121,
FYAA,-27.995,17.5966,
FAWM,-27.9968,26.6633,
YMUG,-28.0092,138.657,
FAHL,-28.0166,32.2752,
YBOA,-28.0179,152.6759,
FYKB,-28.0297,18.7385,
SD4A,-28.0297,-51.5206,
YCMU,-28.03,145.622,
FALH,-28.0368,23.0987,
YNOO,-28.0425,143.5589,
FAON,-28.0449,32.4254,
FADH,-28.0461,30.0064,
YSGE,-28.0497,148.595,
YBLL,-28.0512,147.4818,
SWJH,-28.0525,-51.9683,
OXO,-28.0598,141.5361,
SNAN,-28.0669,-53.8774,
YABD,-28.0676,150.6417,
FAHA,-28.0787,26.8612,
YKBN,-28.0893,152.8465,
YLAW,-28.0918,120.5385,
YDNV,-28.0941,144.365,
SSCX,-28.0951,-52.3357,
SCHU,-28.0989,-71.1467,
YOOM,-28.0994,140.197,
SICY,-28.1083,-53.1964,
YMOG,-28.1161,117.842,
FYAV,-28.1189,19.8339,
YDGI,-28.1333,140.882,
YWCK,-28.1494,151.943,
YTHN,-28.1533,120.94,
YYRN,-28.1557,123.6768,
YBCG,-28.166,153.5066,
YEUO,-28.1667,145.042,
SDT7,-28.1742,-52.6003,
FADD,-28.1831,30.2225,
SJ2B,-28.1919,-55.2717,
YPCS,-28.2,120.433,
YEYD,-28.2047,134.488,
YATY,-28.2167,119.25,
YKUY,-28.2218,148.5781,
YMNB,-28.2333,135,
FAHR,-28.2351,29.1062,
SI8T,-28.2436,-53.5225,
SBPF,-28.244,-52.3278,
FABX,-28.245,26.7719,
FABM,-28.2484,28.3361,
YPKE,-28.25,135.9,
SSAQ,-28.2506,-52.5167,
FATF,-28.26,22.9932,
FABU,-28.2734,26.1358,
SBNM,-28.2825,-54.1696,
YEPL,-28.2947,141.1977,
SJ2H,-28.3106,-55.1203,
FASN,-28.3122,27.6461,
FAUL,-28.3206,31.4165,
SSKZ,-28.3225,-52.8162,
YMUR,-28.3317,153.413,
FAPT,-28.3386,23.0797,
YSNC,-28.3388,120.8544,
YNHP,-28.342,114.717,
YMUK,-28.3478,138.65,
FAUC,-28.3545,24.2291,
YYAL,-28.3553,116.684,
FALC,-28.3601,23.4391,
FADK,-28.3684,32.2481,
SSIJ,-28.3687,-53.8466,
SSLG,-28.3764,-55.0375,
SSYQ,-28.3789,-52.8794,
FAUP,-28.3991,21.2602,
YTOA,-28.4083,140.81,
YILW,-28.4188,151.0955,
YCHB,-28.4301,152.089,
SNEE,-28.4325,-51.0233,
FYAK,-28.4587,17.4645,
YMWA,-28.475,115.517,
YWDA,-28.4806,122.2444,
YNPA,-28.4823,135.9125,
YBUG,-28.5,119.733,
YGDI,-28.5214,150.32,
SA26,-28.5262,-59.0385,
SCFF,-28.5264,-71.0619,
YNRL,-28.55,141.917,
SSTD,-28.5508,-51.5961,
YYUM,-28.563,119.019,
FAAB,-28.575,16.5333,
FALY,-28.5817,29.7497,
YMYT,-28.5827,140.3033,
FYOG,-28.5847,16.4467,
YDBI,-28.5879,148.2172,
SANC,-28.5931,-65.7512,
YTYH,-28.5947,153.5511,
SCLL,-28.5964,-70.756,
SSIR,-28.6042,-53.0789,
YLTN,-28.6143,122.4287,
YOUN,-28.615,118.842,
SA03,-28.6201,-61.6038,
YSPE,-28.6201,151.9833,
YEMJ,-28.6333,132.183,
SA45,-28.6344,-65.1092,
YGUL,-28.6462,116.3102,
SSSB,-28.6549,-56.0346,
SSAK,-28.6579,-53.6101,
SBJA,-28.6753,-49.0596,
YMMI,-28.7053,121.891,
SJGH,-28.7106,-55.9888,
YRAT,-28.7197,113.7845,
FAEM,-28.72,31.89,
SD2N,-28.7207,-53.6453,
SBCM,-28.7257,-49.4245,
YBMI,-28.7284,149.5952,
YTNE,-28.7355,140.04,
SSEZ,-28.7387,-52.8572,
YEDA,-28.7408,138.589,
FARB,-28.741,32.0921,
YOMI,-28.7604,141.2088,
YMNW,-28.7633,122.4383,
YGGE,-28.7649,116.9727,
YMGS,-28.7896,122.0383,
YGEL,-28.7961,114.707,
FACA,-28.8,27.417,
SSNP,-28.8025,-51.6042,
FAKM,-28.8028,24.7652,
FAKK,-28.8086,20.6449,
FAFB,-28.8231,27.9089,
YMTC,-28.827,134.3521,
YPEN,-28.8291,118.831,
YLIS,-28.8307,153.2584,
YBNA,-28.8332,153.5615,
FAGH,-28.8333,29.4667,
FXLR,-28.8556,28.0528,
SS23,-28.8603,-51.3344,
SSSD,-28.8631,-52.5406,
SJ4M,-28.8729,-53.9144,
YLEO,-28.8781,121.315,
FAES,-28.8802,31.4549,
YCAS,-28.8813,153.0607,
YANK,-28.8968,136.1708,
YWMC,-28.9059,136.3406,
YMNX,-28.9128,121.7988,
YMAK,-28.9289,134.3285,
SSVN,-28.9354,-51.5681,
YMGI,-28.9666,149.053,
YBLG,-28.9819,140.8577,
FALQ,-28.9861,29.4797,
YMAI,-28.9868,134.3914,
YTFD,-28.9916,151.9301,
YHRD,-28.9963,144.4528,
SS3H,-29.0092,-55.7363,
FXLT,-29.0093,28.8547,
FAMF,-29.0109,23.8495,
YDLK,-29.0133,138.481,
FATP,-29.0351,26.1627,
YCBP,-29.0383,134.7222,
YSNF,-29.0419,167.9396,
SIFQ,-29.0447,-51.1438,
FAEC,-29.0472,29.9106,
YGDA,-29.0745,147.387,
FADC,-29.0746,23.8009,
SCGV,-29.0844,-71.4672,
FXPG,-29.0881,28.4972,
FABL,-29.0927,26.3024,
YCNX,-29.0952,150.7758,
YSRD,-29.099,122.4563,
YEVD,-29.1018,153.4193,
FAIS,-29.1056,31.4075,
SATG,-29.1058,-59.2189,
YYDM,-29.1206,122.0415,
FAGY,-29.122,30.5867,
FAPD,-29.1417,19.4131,
YCTA,-29.143,150.7231,
SCEC,-29.1449,-70.8878,
SSBG,-29.1474,-51.5408,
SSJK,-29.1531,-53.7433,
SSIQ,-29.1731,-56.5367,
FALB,-29.1811,27.4536,
YTRA,-29.186,124.5504,
SIVZ,-29.1871,-56.5439,
SBCX,-29.1972,-51.1876,
YORW,-29.1992,121.438,
YMRW,-29.2017,116.022,
SATR,-29.2103,-59.6833,
SSST,-29.215,-54.8422,
YKAR,-29.2172,116.6872,
YBYL,-29.2183,152.6161,
SATM,-29.2214,-58.0878,
SANO,-29.2239,-67.4389,
FXTK,-29.233,28.883,
YWMG,-29.2357,146.9221,
YMLR,-29.2467,137.91,
SCTQ,-29.26,-70.087,
YPYF,-29.2621,117.669,
FXSS,-29.2676,28.5523,
YMEW,-29.2681,115.443,
SSGA,-29.269,-51.5317,
FAAG,-29.2818,18.8139,
FXMK,-29.2818,29.0728,
YROT,-29.2938,116.8901,
YDRA,-29.2981,114.9273,
FXMU,-29.3028,27.5029,
YEGA,-29.3112,145.8575,
YASF,-29.3171,151.0562,
FATN,-29.3178,26.8228,
FASM,-29.325,30.1492,
FAKH,-29.3267,21.1886,
SNWQ,-29.3301,-54.3364,
FXML,-29.3334,29.1919,
YKOK,-29.3433,121.4932,
YTJU,-29.3449,127.1073,
FANH,-29.356,30.5184,
FXKA,-29.3637,28.5273,
SSCN,-29.3701,-50.8317,
FXKB,-29.3803,28.4907,
SANL,-29.3816,-66.7958,
YAIR,-29.3963,149.87,
SI3Y,-29.3997,-55.2344,
YJEY,-29.408,121.2712,
SBTR,-29.4149,-49.81,
FXBB,-29.425,28.667,
YPJI,-29.4265,116.2838,
FAKV,-29.4394,24.9886,
YPLI,-29.4459,153.2706,
YTIB,-29.4511,142.058,
YLRD,-29.4529,147.9771,
SSEE,-29.4531,-51.9341,
FXMM,-29.4623,27.5525,
YYER,-29.4676,121.83,
YCKA,-29.4767,137.088,
YCLM,-29.4784,148.7865,
YMOR,-29.4989,149.845,
YBGY,-29.505,150.192,
YOKV,-29.5167,130.867,
FXTA,-29.5228,28.6158,
YCBR,-29.5232,148.5782,
YTHS,-29.5279,115.858,
YWRL,-29.5362,150.536,
FXMN,-29.5452,28.2706,
FAHC,-29.5528,30.2111,
SWYE,-29.5558,-55.7844,
SD6H,-29.5633,-51.3746,
YTOS,-29.566,139.9414,
YWSI,-29.5667,134.517,
FXMP,-29.5864,28.6656,
YMNP,-29.5917,139.052,
YGSN,-29.6068,117.4018,
FALE,-29.6144,31.1197,
FXST,-29.617,28.783,
YIGR,-29.6333,134.793,
FAPM,-29.649,30.3987,
SS2X,-29.6632,-55.9485,
YMRE,-29.6633,138.065,
YYAA,-29.665,141.4139,
YDMF,-29.6674,119.2922,
YGLI,-29.676,151.6912,
FXMS,-29.678,28.8051,
FAPK,-29.6836,22.7706,
YCNH,-29.6837,115.8937,
SSSC,-29.6841,-52.4122,
YMZI,-29.6858,121.0278,
FAKZ,-29.6884,17.094,
FASB,-29.6893,17.9396,
SARL,-29.6894,-57.1521,
SSNH,-29.6961,-51.0817,
YSGR,-29.7083,152.928,
SBSM,-29.7114,-53.6882,
YWAG,-29.7121,144.171,
YPMH,-29.716,135.5244,
YSTC,-29.7167,137.063,
SSNG,-29.7194,-51.4894,
SJDU,-29.7281,-56.9608,
FXSH,-29.7311,28.7679,
FADZ,-29.75,29.25,
FAED,-29.75,25.9,
SD4D,-29.7532,-55.1552,
YGFN,-29.7548,153.0312,
FXLS,-29.7556,28.3571,
FAJF,-29.7625,25.433,
SSKK,-29.7636,-50.0369,
FAVG,-29.7706,31.0584,
SATU,-29.7706,-57.9789,
YINO,-29.7738,151.166,
YPOP,-29.7759,122.2689,
SJWG,-29.7803,-55.6972,
SBUG,-29.7822,-57.0382,
FXMT,-29.783,28.767,
FAUB,-29.7884,29.4983,
YLLA,-29.7983,133.345,
FXMF,-29.8011,27.2436,
SDX7,-29.8045,-55.7857,
SSLT,-29.8116,-55.8947,
FXMV,-29.8147,28.8082,
YBIA,-29.8152,150.5344,
SSOR,-29.8177,-55.7146,
YEEB,-29.8325,115.246,
SCVC,-29.8344,-70.0461,
FXSM,-29.8386,28.06,
FXMA,-29.8406,28.7767,
SI9I,-29.8436,-50.6757,
SANW,-29.8723,-61.9279,
FXKY,-29.8845,28.3614,
SWLU,-29.8866,-50.7365,
YIVL,-29.8883,151.144,
